open,high,low,volume,close
0.5350000262,0.5394999981,0.4939999878,102766000,0.5099999905
0.5080000162,0.511500001,0.4794999957,82524000,0.4814999998
0.5065000057,0.5080000162,0.4785000086,80014000,0.511500001
0.4920000136,0.5149999857,0.4860000014,75598000,0.5065000057
0.5044999719,0.5134999752,0.4954999983,52360000,0.4984999895
0.5059999824,0.5074999928,0.4779999852,64582000,0.4595000148
0.5019999743,0.5024999976,0.4505000114,76072000,0.4345000088
0.4530000091,0.4745000005,0.4275000095,117028000,0.4469999969
0.4350000024,0.4650000036,0.4345000088,72832000,0.4295000136
0.4474999905,0.4595000148,0.425999999,97154000,0.3824999928
0.4329999983,0.4339999855,0.3425000012,421468000,0.4074999988
0.3919999897,0.4095000029,0.3835000098,142632000,0.4255000055
0.3980000019,0.4305000007,0.3925000131,142442000,0.4314999878
0.4199999869,0.4325000048,0.4029999971,116672000,0.3745000064
0.3650000095,0.4025000036,0.3524999917,211470000,0.3644999862
0.3795000017,0.3874999881,0.3625000119,125418000,0.3655000031
0.3675000072,0.3725000024,0.3319999874,188730000,0.3740000129
0.3555000126,0.3819999993,0.3524999917,172618000,0.3740000129
0.3474999964,0.3860000074,0.3345000148,257322000,0.3729999959
0.3849999905,0.3914999962,0.3670000136,102054000,0.3544999957
0.3745000064,0.3785000145,0.351000011,97262000,0.3174999952
0.3600000143,0.361499995,0.3000000119,156782000,0.3100000024
0.3235000074,0.3319999874,0.2834999859,165500000,0.2985000014
0.3125,0.3235000074,0.2915000021,139344000,0.3005000055
0.2955000103,0.3050000072,0.2754999995,159888000,0.3039999902
0.3084999919,0.3084999919,0.2975000143,113554000,0.3379999995
0.3084999919,0.3605000079,0.300999999,106470000,0.3519999981
0.3544999957,0.3935000002,0.3339999914,124344000,0.3600000143
0.3485000134,0.3950000107,0.3370000124,118018000,0.3560000062
0.3535000086,0.3650000095,0.3454999924,78688000,0.3454999924
0.3555000126,0.3560000062,0.3334999979,55336000,0.3630000055
0.3449999988,0.3655000031,0.3400000036,61660000,0.3925000131
0.3770000041,0.4079999924,0.375,133306000,0.4034999907
0.3880000114,0.4074999988,0.3734999895,72592000,0.4440000057
0.4120000005,0.4600000083,0.4115000069,172036000,0.4779999852
0.461499989,0.4875000119,0.4555000067,165992000,0.4460000098
0.4990000129,0.4995000064,0.4424999952,178890000,0.4235000014
0.4454999864,0.461499989,0.4189999998,87066000,0.4004999995
0.4244999886,0.425999999,0.375,140146000,0.4384999871
0.4034999907,0.4415000081,0.40200001,84620000,0.4774999917
0.462500006,0.4799999893,0.4424999952,244528000,0.3819999993
0.4025000036,0.4074999988,0.3700000048,533848000,0.388500005
0.3695000112,0.3889999986,0.3574999869,185356000,0.3779999912
0.3815000057,0.4004999995,0.3754999936,122142000,0.3524999917
0.3804999888,0.3829999864,0.3519999981,103236000,0.3210000098
0.3504999876,0.3515000045,0.3160000145,201110000,0.3490000069
0.33950001,0.351000011,0.3274999857,154830000,0.3474999964
0.3540000021,0.3549999893,0.3300000131,101070000,0.3355000019
0.3474999964,0.3474999964,0.3334999979,73942000,0.3495000005
0.3549999893,0.3600000143,0.34799999,125756000,0.3524999917
0.3540000021,0.3564999998,0.3454999924,112156000,0.3714999855
0.3504999876,0.3840000033,0.349999994,194312000,0.3485000134
0.3829999864,0.3835000098,0.3370000124,189794000,0.3560000062
0.3524999917,0.3610000014,0.3485000134,88008000,0.3524999917
0.3580000103,0.3619999886,0.3400000036,76546000,0.3644999862
0.3720000088,0.3765000105,0.3600000143,122726000,0.4745000005
0.3815000057,0.4745000005,0.3799999952,590596000,0.4524999857
0.4609999955,0.4950000048,0.4375,418964000,0.4474999905
0.4605000019,0.4675000012,0.4375,261240000,0.4595000148
0.4675000012,0.474999994,0.4499999881,200228000,0.4300000072
0.4535000026,0.4650000036,0.4300000072,149040000,0.4399999976
0.4370000064,0.4485000074,0.40200001,179932000,0.4539999962
0.4449999928,0.4569999874,0.4280000031,81456000,0.6104999781
0.4914999902,0.6110000014,0.4900000095,1013784000,0.574000001
0.6025000215,0.6125000119,0.5609999895,686176000,0.5795000196
0.5619999766,0.6200000048,0.5590000153,970324000,0.5575000048
0.5945000052,0.5950000286,0.5394999981,405480000,0.5659999847
0.5649999976,0.5774999857,0.5400000215,177776000,0.5245000124
0.550999999,0.55400002,0.523999989,190518000,0.5964999795
0.5465000272,0.6025000215,0.53549999,289994000,0.5879999995
0.6200000048,0.6399999857,0.5874999762,478244000,0.6050000191
0.6019999981,0.6200000048,0.5924999714,249692000,0.5855000019
0.6144999862,0.6150000095,0.5749999881,141760000,0.5824999809
0.5774999857,0.6075000167,0.5720000267,170318000,0.6119999886
0.6000000238,0.6215000153,0.5889999866,282680000,0.5954999924
0.6215000153,0.6215000153,0.5814999938,161502000,0.5444999933
0.5770000219,0.5899999738,0.5425000191,157482000,0.5500000119
0.5550000072,0.5600000024,0.5034999847,200492000,0.5404999852
0.5550000072,0.5569999814,0.5090000033,171986000,0.5429999828
0.5525000095,0.5680000186,0.5310000181,147084000,0.53549999
0.5364999771,0.5575000048,0.5254999995,140074000,0.5074999928
0.5285000205,0.5414999723,0.5070000291,157024000,0.5
0.5155000091,0.5529999733,0.5,278898000,0.4914999902
0.5074999928,0.5109999776,0.4754999876,124738000,0.5550000072
0.5485000014,0.5640000105,0.5435000062,363970000,0.5299999714
0.5665000081,0.5745000243,0.5285000205,216802000,0.5450000167
0.5454999804,0.55400002,0.5345000029,205158000,0.5410000086
0.5534999967,0.559499979,0.5370000005,120694000,0.5479999781
0.5465000272,0.5500000119,0.523999989,130392000,0.5950000286
0.5565000176,0.5970000029,0.5525000095,217514000,0.6125000119
0.601000011,0.6200000048,0.5975000262,253746000,0.6169999838
0.6039999723,0.6255000234,0.6039999723,243658000,0.5924999714
0.613499999,0.6159999967,0.5874999762,120822000,0.5764999986
0.59799999,0.6085000038,0.5649999976,217592000,0.5519999862
0.5830000043,0.5835000277,0.5435000062,162518000,0.5515000224
0.5515000224,0.5669999719,0.5465000272,85536000,0.5055000186
0.5400000215,0.5414999723,0.5044999719,119466000,0.5145000219
0.5170000196,0.5210000277,0.5080000162,101846000,0.4564999938
0.5005000234,0.5005000234,0.4514999986,300798000,0.4869999886
0.4909999967,0.4925000072,0.4699999988,332614000,0.5080000162
0.4799999893,0.5274999738,0.4695000052,229870000,0.6299999952
0.6370000243,0.6395000219,0.6069999933,1132918000,0.6234999895
0.6244999766,0.6299999952,0.5950000286,360632000,0.7005000114
0.6374999881,0.7030000091,0.6355000138,469372000,0.7220000029
0.6779999733,0.7695000172,0.6694999933,605530000,0.7749999762
0.7429999709,0.788500011,0.7379999757,460320000,0.7110000253
0.77700001,0.7774999738,0.6984999776,404898000,0.6949999928
0.699000001,0.7124999762,0.6600000262,295036000,0.7095000148
0.7059999704,0.7245000005,0.6704999804,209706000,0.6865000129
0.7034999728,0.7045000196,0.6675000191,156028000,0.6265000105
0.6455000043,0.6545000076,0.6215000153,382716000,0.5749999881
0.5989999771,0.6144999862,0.5580000281,286314000,0.5630000234
0.5950000286,0.6000000238,0.5600000024,177188000,0.5619999766
0.5625,0.5924999714,0.5529999733,143448000,0.6259999871
0.5755000114,0.63349998,0.5749999881,121712000,0.6650000215
0.6320000291,0.6750000119,0.6269999743,189394000,0.6449999809
0.6514999866,0.6620000005,0.625,149268000,0.6644999981
0.6549999714,0.6664999723,0.6529999971,120816000,0.6940000057
0.6669999957,0.7129999995,0.6650000215,185630000,0.6704999804
0.6955000162,0.7020000219,0.663500011,145308000,0.6504999995
0.6474999785,0.6919999719,0.6399999857,165838000,0.6480000019
0.6595000029,0.6700000167,0.6075000167,160322000,0.6629999876
0.6455000043,0.6825000048,0.6449999809,165524000,0.6535000205
0.6524999738,0.6614999771,0.6349999905,157308000,0.6865000129
0.6545000076,0.6869999766,0.6499999762,114694000,0.7200000286
0.6754999757,0.7245000005,0.6725000143,166210000,0.7135000229
0.7275000215,0.7365000248,0.7059999704,171012000,0.7049999833
0.71450001,0.7375000119,0.6965000033,121048000,0.7695000172
0.7064999938,0.7699999809,0.7059999704,196784000,0.824000001
0.7710000277,0.8245000243,0.7699999809,278564000,0.7985000014
0.8000000119,0.8339999914,0.7764999866,176194000,0.8165000081
0.7409999967,0.8295000196,0.7409999967,285254000,0.7810000181
0.8205000162,0.8475000262,0.7699999809,185446000,0.8174999952
0.8125,0.84799999,0.7965000272,188696000,0.8355000019
0.8019999862,0.8439999819,0.7929999828,132494000,0.815500021
0.8174999952,0.8295000196,0.8019999862,112382000,0.7870000005
0.8025000095,0.8169999719,0.7820000052,111188000,0.7239999771
0.7494999766,0.7749999762,0.7139999866,303386000,0.7014999986
0.7135000229,0.71450001,0.6775000095,246414000,0.7505000234
0.7074999809,0.7639999986,0.7070000172,196636000,0.7329999804
0.7574999928,0.7699999809,0.7279999852,97874000,0.7250000238
0.7239999771,0.7565000057,0.7149999738,143586000,0.75849998
0.7310000062,0.7620000243,0.7279999852,111558000,0.7764999866
0.7559999824,0.7799999714,0.7549999952,103700000,0.7369999886
0.7735000253,0.7864999771,0.7360000014,102322000,0.74150002
0.7319999933,0.7724999785,0.7275000215,98502000,0.7124999762
0.6949999928,0.7174999714,0.6850000024,162926000,0.7149999738
0.7200000286,0.7325000167,0.7124999762,62450000,0.7400000095
0.7139999866,0.7400000095,0.7070000172,95358000,0.7124999762
0.7319999933,0.7544999719,0.7095000148,95428000,0.6834999919
0.7185000181,0.7225000262,0.6800000072,90682000,0.6769999862
0.6865000129,0.6899999976,0.6614999771,114634000,0.6750000119
0.6834999919,0.7020000219,0.6654999852,90000000,0.6974999905
0.6485000253,0.6980000138,0.6480000019,105556000,0.6800000072
0.7034999728,0.7294999957,0.6779999733,129180000,0.6740000248
0.6880000234,0.6999999881,0.6524999738,105134000,0.6370000243
0.6639999747,0.6639999747,0.6259999871,119152000,0.6654999852
0.6449999809,0.6804999709,0.6424999833,107582000,0.6945000291
0.6710000038,0.7049999833,0.6675000191,95074000,0.7005000114
0.7089999914,0.71450001,0.6859999895,73620000,0.7409999967
0.7120000124,0.75,0.7120000124,155122000,0.7129999995
0.7350000143,0.7429999709,0.6974999905,77528000,0.7264999747
0.7189999819,0.7369999886,0.7074999809,74552000,0.7154999971
0.7289999723,0.7425000072,0.7074999809,105806000,0.7030000091
0.7174999714,0.7375000119,0.6940000057,161538000,0.83950001
0.761500001,0.8424999714,0.7524999976,689188000,0.8410000205
0.8255000114,0.8525000215,0.8205000162,234604000,0.8454999924
0.8429999948,0.8475000262,0.8159999847,162714000,0.8090000153
0.8374999762,0.8500000238,0.7950000167,168304000,0.8345000148
0.8065000176,0.8379999995,0.7965000272,128416000,0.8245000243
0.8274999857,0.8525000215,0.82099998,154026000,0.8159999847
0.8215000033,0.8324999809,0.8125,96380000,0.8025000095
0.8115000129,0.8199999928,0.7875000238,103220000,0.8059999943
0.7969999909,0.8245000243,0.7875000238,107052000,0.8054999709
0.8054999709,0.8174999952,0.8015000224,110874000,0.8659999967
0.8274999857,0.8730000257,0.8249999881,157768000,0.886500001
0.8560000062,0.9114999771,0.8550000191,220046000,0.8470000029
0.8945000172,0.8980000019,0.8399999738,151456000,0.8659999967
0.8585000038,0.8815000057,0.8424999714,134002000,0.940500021
0.90200001,0.9725000262,0.9010000229,293194000,0.996999979
0.9340000153,1.019999981,0.9175000191,257962000,0.9804999828
0.9754999876,0.9975000024,0.96450001,156314000,0.9580000043
0.9984999895,1,0.940500021,128938000,0.9695000052
0.9399999976,0.9739999771,0.9384999871,169216000,0.9380000234
0.9769999981,0.9900000095,0.9275000095,155270000,0.9375
0.9334999919,0.9564999938,0.9110000134,101504000,0.9725000262
0.9419999719,0.9775000215,0.9304999709,112964000,0.9735000134
0.9700000286,0.9844999909,0.9530000091,85006000,0.9530000091
0.9785000086,0.9804999828,0.9384999871,79066000,0.9455000162
0.9409999847,0.9549999833,0.9399999976,72282000,0.9185000062
0.9350000024,0.9470000267,0.9039999843,148642000,0.9114999771
0.9250000119,0.9445000291,0.9100000262,101628000,0.8980000019
0.9154999852,0.9250000119,0.8964999914,74328000,0.8985000253
0.8899999857,0.9070000052,0.8734999895,136994000,0.8995000124
0.898999989,0.9089999795,0.8725000024,87450000,0.9085000157
0.8945000172,0.9204999804,0.8880000114,105000000,0.92900002
0.8945000172,0.9325000048,0.8924999833,107160000,0.8650000095
0.8949999809,0.9060000181,0.851000011,221648000,0.8569999933
0.8654999733,0.8895000219,0.8560000062,110416000,0.8539999723
0.8525000215,0.8575000167,0.8130000234,146624000,0.8715000153
0.8500000238,0.875,0.8370000124,97858000,0.8410000205
0.8569999933,0.8700000048,0.8130000234,159464000,0.9204999804
0.8475000262,0.9240000248,0.8429999948,181032000,0.9390000105
0.9064999819,0.9580000043,0.9045000076,159242000,0.9150000215
0.9244999886,0.9549999833,0.913500011,148406000,0.8774999976
0.9160000086,0.9190000296,0.8669999838,173940000,0.8765000105
0.8799999952,0.8895000219,0.8669999838,103536000,0.8755000234
0.8715000153,0.8889999986,0.8470000029,119136000,0.7670000196
0.8445000052,0.8475000262,0.7519999743,306080000,0.7925000191
0.7344999909,0.7965000272,0.7340000272,165444000,0.7929999828
0.8054999709,0.8234999776,0.7649999857,123840000,0.8125
0.7845000029,0.8180000186,0.7699999809,124758000,0.6775000095
0.8084999919,0.8084999919,0.675999999,270730000,0.6660000086
0.6800000072,0.7080000043,0.6499999762,173398000,0.7124999762
0.6690000296,0.72299999,0.6445000172,154074000,0.7605000138
0.7195000052,0.761500001,0.7185000181,67338000,0.746999979
0.7475000024,0.7925000191,0.7340000272,117800000,0.7799999714
0.7524999976,0.8015000224,0.7490000129,150572000,0.7480000257
0.7825000286,0.7969999909,0.7325000167,135224000,0.7774999738
0.7329999804,0.7919999957,0.6999999881,146342000,0.7714999914
0.7875000238,0.809499979,0.7624999881,140000000,0.7969999909
0.7735000253,0.7990000248,0.75,120522000,0.8144999743
0.7845000029,0.8535000086,0.7829999924,215814000,0.8080000281
0.8420000076,0.8579999804,0.7659999728,146442000,0.7774999738
0.7960000038,0.8295000196,0.7764999866,137134000,0.7645000219
0.7680000067,0.78549999,0.7534999847,122116000,0.7749999762
0.7574999928,0.7825000286,0.75,186658000,0.7275000215
0.77700001,0.7940000296,0.7200000286,225828000,0.7049999833
0.6184999943,0.7080000043,0.6129999757,395326000,0.6244999766
0.6855000257,0.7005000114,0.6200000048,187204000,0.6464999914
0.6359999776,0.6554999948,0.625,111134000,0.7164999843
0.6625000238,0.72299999,0.6614999771,140990000,0.738499999
0.7095000148,0.7450000048,0.7039999962,111178000,0.7225000262
0.7225000262,0.7329999804,0.7070000172,76020000,0.7080000043
0.7154999971,0.7250000238,0.6995000243,121336000,0.6919999719
0.7064999938,0.7070000172,0.6725000143,83572000,0.6434999704
0.6825000048,0.6894999743,0.6389999986,77146000,0.6869999766
0.663500011,0.6949999928,0.6570000052,94038000,0.6800000072
0.6965000033,0.6970000267,0.6424999833,111114000,0.6949999928
0.6620000005,0.7049999833,0.6529999971,109416000,0.7129999995
0.6804999709,0.7375000119,0.6800000072,95558000,0.72299999
0.7070000172,0.7245000005,0.6974999905,70066000,0.6965000033
0.7149999738,0.7335000038,0.6949999928,104688000,0.6955000162
0.6965000033,0.7030000091,0.6660000086,138704000,0.7310000062
0.7024999857,0.7375000119,0.69599998,100932000,0.7450000048
0.7195000052,0.7505000234,0.7154999971,73042000,0.7749999762
0.7419999838,0.7760000229,0.7335000038,85542000,0.7990000248
0.7689999938,0.7994999886,0.7655000091,154026000,0.7689999938
0.7975000143,0.7985000014,0.7599999905,145684000,0.7864999771
0.7664999962,0.7975000143,0.7459999919,137082000,0.75849998
0.7799999714,0.7860000134,0.7475000024,100776000,0.7465000153
0.7645000219,0.7720000148,0.7340000272,128192000,0.726000011
0.7519999743,0.7634999752,0.7250000238,71578000,0.7285000086
0.7239999771,0.7484999895,0.7174999714,99710000,0.7570000291
0.7214999795,0.7595000267,0.7105000019,135836000,0.746999979
0.7455000281,0.7689999938,0.7375000119,68794000,0.7300000191
0.7354999781,0.7515000105,0.7245000005,93604000,0.74150002
0.7329999804,0.7480000257,0.7129999995,88608000,0.7124999762
0.7289999723,0.7360000014,0.7120000124,106404000,0.7655000091
0.7279999852,0.773999989,0.7279999852,99906000,0.8255000114
0.7559999824,0.8324999809,0.753000021,176450000,0.8565000296
0.8264999986,0.8675000072,0.82099998,224976000,0.8554999828
0.8575000167,0.8924999833,0.8519999981,133264000,0.8374999762
0.8414999843,0.8565000296,0.8305000067,141302000,0.8305000067
0.8345000148,0.8495000005,0.8249999881,73098000,0.8355000019
0.8255000114,0.8464999795,0.8224999905,59250000,0.8675000072
0.8500000238,0.8874999881,0.8385000229,172424000,0.886500001
0.8610000014,0.8964999914,0.8475000262,167820000,0.8604999781
0.8700000048,0.8820000291,0.8585000038,96822000,0.7929999828
0.8725000024,0.8820000291,0.7724999785,252112000,0.8025000095
0.7799999714,0.8220000267,0.7795000076,148090000,0.7965000272
0.7935000062,0.8184999824,0.7799999714,141458000,0.7864999771
0.8084999919,0.8195000291,0.7645000219,186780000,0.8575000167
0.7965000272,0.8675000072,0.78549999,232700000,0.8504999876
0.8424999714,0.8700000048,0.8410000205,140674000,0.7965000272
0.8320000172,0.8424999714,0.7925000191,184798000,0.8475000262
0.8115000129,0.8529999852,0.8004999757,184346000,0.8504999876
0.8404999971,0.8820000291,0.8349999785,164472000,0.8374999762
0.83950001,0.8625000119,0.8330000043,127082000,0.8274999857
0.8475000262,0.8575000167,0.8190000057,152988000,0.8320000172
0.8274999857,0.84799999,0.8184999824,114962000,0.8470000029
0.8439999819,0.8529999852,0.8230000138,121960000,0.8429999948
0.8349999785,0.8565000296,0.8299999833,121670000,0.8980000019
0.8579999804,0.8985000253,0.8575000167,210572000,0.9229999781
