open,high,low,volume,close
1.993999958,1.997499943,1.912500024,154230000,1.906999946
1.91900003,1.942499995,1.893000007,122864000,1.911999941
1.911499977,1.950500011,1.901000023,105050000,1.958999991
1.90199995,1.981999993,1.895499945,114446000,1.937000036
1.950500011,2.000499964,1.932000041,104578000,1.925500035
1.957499981,1.968000054,1.905500054,116660000,1.900500059
1.924499989,1.940500021,1.885499954,132226000,1.903499961
1.911999941,1.915500045,1.868000031,139134000,1.928500056
1.906499982,1.940000057,1.894999981,92690000,2.000499964
1.956500053,2.002000093,1.940999985,161304000,2.133500099
2.00999999,2.137500048,1.995000005,317442000,2.110500097
2.102499962,2.15899992,2.093499899,222716000,2.128499985
2.119499922,2.213999987,2.117500067,231932000,2.148000002
2.142499924,2.163000107,2.119499922,157684000,2.163500071
2.135499954,2.199500084,2.130500078,184448000,2.164499998
2.178499937,2.188499928,2.138499975,133910000,2.069000006
2.157500029,2.161999941,2.058500051,244336000,2.091500044
2.066499949,2.109999895,2.055500031,148220000,2.046999931
2.090500116,2.095499992,2.042500019,124114000,1.996500015
2.04550004,2.050499916,1.987499952,167948000,1.971500039
2.007499933,2.016499996,1.948500037,238058000,2.042000055
1.972499967,2.046000004,1.968000054,198376000,2.042999983
2.027499914,2.063999891,2.010499954,188266000,2.023499966
2.064500093,2.065000057,2.019500017,225378000,2.050499916
2.068000078,2.084000111,2.036999941,175852000,2.048000097
2.042000055,2.0625,2.02850008,102680000,2.068000078
2.036499977,2.070499897,2.019999981,102562000,2.057499886
2.071000099,2.13499999,2.042500019,187888000,2
2.046999931,2.059499979,1.98150003,170924000,2.007499933
1.99150002,2.037499905,1.970499992,158566000,2.010999918
1.977499962,2.029000044,1.973500013,128420000,1.998999953
2.071000099,2.077500105,1.987499952,184404000,1.955000043
1.972499967,1.977499962,1.936499953,180524000,1.92750001
1.96449995,1.983500004,1.894000053,164112000,1.963500023
1.911499977,1.973500013,1.894500017,161864000,1.916499972
1.986999989,1.992499948,1.908499956,176052000,1.917500019
1.905500054,1.929499984,1.889500022,135970000,1.973500013
1.965000033,2.009500027,1.924999952,384342000,1.730000019
1.81099999,1.840000033,1.649999976,670886000,1.698500037
1.700000048,1.720499992,1.68599999,210636000,1.691499949
1.707499981,1.713000059,1.675500035,194850000,1.711500049
1.681499958,1.73150003,1.680999994,181214000,1.722499967
1.712000012,1.738499999,1.707000017,144412000,1.706500053
1.718000054,1.722499967,1.700000048,129832000,1.754999995
1.710999966,1.757500052,1.707499981,123626000,1.812000036
1.774500012,1.824499965,1.756999969,226650000,1.796000004
1.858999968,1.881000042,1.777999997,204164000,1.845499992
1.784999967,1.864500046,1.776000023,152006000,1.827999949
1.86500001,1.869500041,1.800999999,147982000,1.866000056
1.837499976,1.878999949,1.835999966,137730000,1.870000005
1.858999968,1.890499949,1.835000038,129598000,1.904500008
1.899999976,1.942000031,1.891499996,213104000,1.941499949
1.904500008,1.950000048,1.881999969,136700000,2.023000002
1.952499986,2.046999931,1.950000048,231920000,2.044500113
2.023000002,2.075000048,2.009000063,207324000,2.003499985
2.025000095,2.032999992,1.987499952,128026000,1.995000005
2.019999981,2.029500008,1.976999998,136872000,2.01850009
1.986500025,2.048000097,1.979500055,136136000,1.92750001
1.957499981,1.972000003,1.909500003,228550000,1.902500033
1.922000051,1.926499963,1.878999949,177372000,1.915500045
1.909000039,1.983999968,1.901499987,148112000,1.9375
1.943500042,1.957999945,1.904999971,118818000,1.95449996
1.94749999,1.967000008,1.944499969,46754000,1.947000027
1.980000019,1.980999947,1.885499954,197482000,1.983999968
1.948500037,1.99000001,1.94749999,140572000,1.998999953
2,2,1.962499976,155120000,2.008500099
1.981999993,2.036999941,1.963999987,132018000,2.004499912
2.017999887,2.023000002,1.976999998,164954000,1.974499941
1.986500025,1.998999953,1.957499981,121760000,1.909999967
1.972499967,1.987499952,1.902500033,141868000,1.93599999
1.916000009,1.955000043,1.899500012,128434000,1.991000056
1.919999957,1.997499943,1.908499956,148934000,1.952499986
1.976999998,2.005000114,1.950000048,110214000,1.99150002
1.966500044,2.013999939,1.940999985,121042000,2.022000074
2.007499933,2.023499966,1.996999979,105030000,2.049999952
2.01699996,2.049999952,2.010499954,133484000,2.002500057
2.042999983,2.049999952,1.985499978,108298000,2.000499964
2.007999897,2.010999918,1.993499994,109720000,1.94749999
1.996500015,2.024499893,1.940500021,144314000,1.969499946
1.942000031,1.970999956,1.932000041,104588000,1.975999951
1.930500031,1.979500055,1.92750001,105526000,1.946499944
1.967000008,1.975999951,1.94599998,64136000,2.112499952
1.975999951,2.146500111,1.973500013,445784000,2.23149991
2.194999933,2.256000042,2.174999952,504756000,2.240999937
2.237499952,2.28399992,2.221999884,235184000,2.248500109
2.25,2.276499987,2.227499962,139318000,2.21449995
2.256500006,2.274499893,2.207999945,95814000,2.226000071
2.247499943,2.272000074,2.210500002,208930000,2.107000113
2.133500099,2.163000107,2.075000048,388370000,2.088500023
2.078500032,2.138000011,2.078000069,167084000,2.05250001
2.090500116,2.112499952,2.045000076,174018000,2.115999937
2.069000006,2.134500027,2.058000088,196732000,2.092000008
2.096999884,2.148000002,2.085500002,146958000,2.082000017
2.069999933,2.10800004,2.050499916,158406000,2.11500001
2.074500084,2.124000072,2.040999889,161446000,2.130000114
2.122499943,2.229000092,2.117000103,347872000,2.227499962
2.144999981,2.23300004,2.118000031,250660000,2.229000092
2.21449995,2.25,2.207499981,142632000,2.197999954
2.223500013,2.236999989,2.171499968,147934000,2.118000031
2.085500002,2.197999954,2.082000017,256612000,2.058000088
2.099499941,2.127500057,2.051000118,212054000,2.019000053
2.072000027,2.097500086,2.015500069,193918000,2.046999931
2.032000065,2.072000027,2.022500038,180558000,2.066999912
2.059000015,2.089999914,2.013000011,154298000,2.115499973
2.063499928,2.119999886,2.056999922,160768000,2.111000061
2.104500055,2.150000095,2.076499939,123048000,2.161000013
2.121999979,2.171000004,2.121500015,126406000,2.124000072
2.150000095,2.163500071,2.118999958,135230000,2.094000101
2.152499914,2.177000046,2.042999983,526472000,1.787500024
1.745000005,1.794499993,1.726500034,1210372000,1.786000013
1.782500029,1.799000025,1.759500027,346094000,1.784500003
1.791000009,1.792000055,1.777500033,142248000,1.815000057
1.77699995,1.825999975,1.776499987,192050000,1.794499993
1.82249999,1.840000033,1.793499947,158776000,1.789000034
1.803500056,1.805500031,1.776499987,159648000,1.789000034
1.778499961,1.797500014,1.75,156834000,1.801499963
1.782500029,1.831500053,1.774999976,139662000,1.807000041
1.810500026,1.82249999,1.787500024,103554000,1.782999992
1.796499968,1.817499995,1.779000044,104596000,1.784500003
1.786999941,1.792500019,1.762500048,105962000,1.765499949
1.780500054,1.787500024,1.754999995,90594000,1.735999942
1.751000047,1.769500017,1.725499988,137114000,1.707000017
1.747499943,1.74849999,1.659999967,210008000,1.734500051
1.682999969,1.742499948,1.682999969,167784000,1.749500036
1.735999942,1.761500001,1.723999977,117646000,1.758999944
1.735999942,1.782999992,1.733500004,168458000,1.769500017
1.753000021,1.770499945,1.741000056,116380000,1.774999976
1.769500017,1.796499968,1.753499985,97434000,1.782500029
1.774999976,1.797999978,1.769999981,100512000,1.792500019
1.792000055,1.815500021,1.784999967,110914000,1.815999985
1.797000051,1.820000052,1.790500045,71718000,1.791499972
1.815500021,1.821499944,1.787500024,95858000,1.769999981
1.786999941,1.796499968,1.745000005,148246000,1.745499969
1.765499949,1.78550005,1.728500009,117446000,1.737499952
1.740499973,1.743499994,1.702499986,160206000,1.730000019
1.733500004,1.737499952,1.700000048,108670000,1.708999991
1.728999972,1.742499948,1.695000052,101412000,1.693500042
1.694000006,1.722000003,1.679999948,107400000,1.698500037
1.67900002,1.722000003,1.67900002,97160000,1.707999945
1.707499981,1.713999987,1.682500005,105894000,1.683500051
1.710500002,1.73150003,1.677000046,121688000,1.657500029
1.684999943,1.697000027,1.653499961,109814000,1.659000039
1.654500008,1.692000031,1.641000032,126474000,1.644000053
1.669999957,1.694000006,1.64349997,106746000,1.669499993
1.654999971,1.682500005,1.651000023,86532000,1.671499968
1.664000034,1.707499981,1.661499977,122746000,1.715999961
1.679499984,1.725999951,1.675500035,106996000,1.713500023
1.724499941,1.727499962,1.700000048,71086000,1.700500011
1.73150003,1.735499978,1.68900001,100368000,1.75
1.700000048,1.758999944,1.690500021,146844000,1.764000058
1.761500001,1.76699996,1.749500036,98660000,1.741000056
1.754999995,1.75999999,1.730999947,105522000,1.745000005
1.733999968,1.746000051,1.725000024,76146000,1.730000019
1.737499952,1.746500015,1.728500009,60260000,1.730000019
1.730000019,1.75,1.718000054,65062000,1.73150003
1.720000029,1.731999993,1.682999969,123944000,1.715000033
1.717499971,1.735499978,1.707499981,82502000,1.698500037
1.713000059,1.725000024,1.694000006,83568000,1.651000023
1.697999954,1.700000048,1.651000023,119700000,1.649999976
1.644999981,1.67900002,1.64199996,138340000,1.639000058
1.659000039,1.668499947,1.600499988,132388000,1.662500024
1.654999971,1.687999964,1.644999981,184310000,1.686499953
1.674999952,1.694499969,1.644500017,153894000,1.65199995
1.674499989,1.681499958,1.645499945,127840000,1.676499963
1.656499982,1.679499984,1.652500033,84908000,1.635499954
1.671499968,1.699000001,1.628999949,279386000,1.585999966
1.542000055,1.587000012,1.529999971,586258000,1.626000047
1.582999945,1.646000028,1.581500053,289456000,1.618000031
1.643000007,1.644500017,1.575999975,210470000,1.654999971
1.61500001,1.664000034,1.605000019,181960000,1.66050005
1.646999955,1.677999973,1.644500017,135558000,1.697999954
1.667500019,1.70599997,1.663499951,155132000,1.697999954
1.697999954,1.708999991,1.679499984,92338000,1.725999951
1.712000012,1.734500051,1.707000017,134270000,1.731999993
1.720000029,1.74000001,1.712499976,88632000,1.711500049
1.720000029,1.723500013,1.700999975,109500000,1.690999985
1.715000033,1.725499988,1.682500005,120960000,1.692499995
1.684999943,1.70599997,1.67750001,120100000,1.695000052
1.699499965,1.717499971,1.690000057,79836000,1.726999998
1.701500058,1.738499999,1.69599998,85614000,1.736500025
1.722499967,1.741000056,1.70449996,66314000,1.766499996
1.740499973,1.798499942,1.736500025,191150000,1.779500008
1.76849997,1.79550004,1.766499996,106870000,1.774999976
1.772500038,1.779999971,1.748000026,100856000,1.784000039
1.778499961,1.800999999,1.769500017,114028000,1.77699995
1.774000049,1.778499961,1.756500006,118292000,1.762500048
1.763499975,1.772500038,1.759500027,77458000,1.772500038
1.764000058,1.784000039,1.75849998,95742000,1.774999976
1.761000037,1.777500033,1.757500052,65742000,1.775500059
1.768000007,1.802000046,1.764500022,98604000,1.825000048
1.778499961,1.849499941,1.771999955,206404000,1.820500016
1.816499949,1.845499992,1.810500026,95366000,1.779500008
1.822999954,1.825000048,1.766000032,96718000,1.788499951
1.77699995,1.800999999,1.774000049,77630000,1.767500043
1.79550004,1.809999943,1.764500022,97696000,1.74150002
1.769999981,1.774000049,1.74000001,106282000,1.75999999
1.746500015,1.764000058,1.720000029,77450000,1.747499943
1.762500048,1.764500022,1.723500013,69350000,1.743499994
1.733500004,1.770499945,1.732499957,78240000,1.751999974
1.741000056,1.75849998,1.739500046,72688000,1.761999965
1.76699996,1.770499945,1.725999951,103036000,1.779000044
1.75999999,1.790500045,1.758000016,84110000,1.765499949
1.794499993,1.803500056,1.758000016,96522000,1.784500003
1.752500057,1.798499942,1.751999974,101946000,1.769000053
1.779999971,1.790500045,1.764000058,89142000,1.761000037
1.774999976,1.792500019,1.756999969,50146000,1.771499991
1.756999969,1.777999997,1.754999995,106044000,1.751000047
1.764999986,1.771999955,1.743999958,73510000,1.725000024
1.745499969,1.752500057,1.708500028,91126000,1.685500026
1.730000019,1.73150003,1.679499984,140686000,1.667500019
1.684999943,1.703500032,1.663499951,96266000,1.654500008
1.673499942,1.677999973,1.646499991,114314000,1.645499945
1.661999941,1.663499951,1.639500022,58654000,1.703999996
1.674999952,1.723999977,1.672500014,147676000,1.702999949
1.700500011,1.720000029,1.692999959,87944000,1.697999954
1.690000057,1.725499988,1.690000057,84858000,1.736999989
1.705500007,1.737499952,1.692499995,85140000,1.779500008
1.735999942,1.784000039,1.730000019,103320000,1.815500021
1.774500012,1.827000022,1.773000002,117544000,1.825500011
1.813500047,1.827499986,1.809499979,64036000,1.859500051
1.859500051,1.871000051,1.843999982,117266000,1.857499957
1.867499948,1.875,1.837499976,104180000,1.859500051
1.847499967,1.859500051,1.838000059,59466000,1.908499956
1.868999958,1.908499956,1.834499955,116812000,1.908499956
1.874500036,1.912500024,1.86500001,127368000,1.897500038
1.947999954,1.987499952,1.888000011,221112000,1.897500038
1.894500017,1.911499977,1.861999989,117422000,1.897500038
1.899999976,1.952000022,1.892500043,109400000,1.886999965
1.911000013,1.9375,1.886000037,295646000,2.182499886
2.100500107,2.187000036,2.092000008,921512000,2.28399992
2.177000046,2.290499926,2.168499947,502830000,2.257499933
2.265500069,2.287499905,2.230499983,209836000,2.246500015
2.243999958,2.259500027,2.217499971,142544000,2.325500011
2.244999886,2.348500013,2.243999958,216728000,2.305500031
2.300499916,2.309000015,2.292000055,96650000,2.273000002
2.277499914,2.288500071,2.270999908,99544000,2.263499975
2.262500048,2.28550005,2.258500099,99030000,2.282999992
2.266000032,2.295000076,2.263000011,89098000,2.296499968
2.288000107,2.322000027,2.287499905,91824000,2.237999916
2.269500017,2.27850008,2.229500055,198424000,2.260499954
2.230999947,2.260499954,2.224999905,116844000,2.210000038
2.23149991,2.286000013,2.202500105,129482000,2.252000093
2.196500063,2.267499924,2.194000006,110502000,2.213500023
2.244999886,2.246999979,2.210000038,72502000,2.20600009
2.209500074,2.22149992,2.20600009,61008000,2.186500072
2.194000006,2.194999933,2.175499916,72086000,2.186000109
2.180000067,2.188499928,2.166500092,66478000,2.188499928
2.180500031,2.213500023,2.147000074,107482000,2.171000004
2.187000036,2.198499918,2.161000013,70354000,2.118499994
2.165999889,2.165999889,2.113500118,117438000,2.115499973
2.127000093,2.140000105,2.104000092,61844000,2.118499994
2.11500001,2.131500006,2.112999916,57214000,2.139499903
2.095499992,2.150000095,2.095499992,73078000,2.124500036
2.119499922,2.135499954,2.09800005,77484000,2.13499999
2.121999979,2.140500069,2.101999998,67384000,2.092000008
2.125999928,2.148499966,2.087500095,88580000,2.075500011
2.099999905,2.102499962,2.052000046,80542000,2.180999994
2.077500105,2.182499886,2.075500011,158796000,2.186500072
2.174999952,2.214999914,2.172499895,122830000,2.148000002
2.172499895,2.174499989,2.141499996,77684000,2.147500038
2.149499893,2.160000086,2.140500069,65774000,2.224999905
2.135999918,2.247999907,2.134500027,175588000,2.196500063
2.208499908,2.219000101,2.171999931,90104000,2.154999971
2.194000006,2.236500025,2.141000032,126360000,2.135499954
2.160000086,2.179500103,2.132499933,91758000,2.140000105
2.140000105,2.145999908,2.105999947,82234000,2.137500048
2.131500006,2.171499968,2.108500004,68806000,2.093499899
2.132499933,2.150500059,2.088500023,69440000,2.0625
2.092499971,2.131999969,2.0625,106276000,2.104000092
2.059999943,2.113500118,2.025000095,116760000,2.109499931
2.098500013,2.131000042,2.077500105,62908000,2.167000055
2.122499943,2.171000004,2.119999886,112328000,2.157999992
2.163000107,2.186500072,2.141000032,83470000,2.168499947
2.162499905,2.187000036,2.149499893,64794000,2.239500046
2.16899991,2.24000001,2.156500101,127856000,2.265000105
2.232500076,2.292000055,2.230000019,121120000,2.300499916
2.266499996,2.32949996,2.257999897,116584000,2.246500015
2.299999952,2.305999994,2.224999905,130430000,2.224499941
2.245500088,2.264499903,2.194499969,129054000,2.200500011
2.227999926,2.240499973,2.166500092,123858000,2.186000109
2.213500023,2.230499983,2.16899991,67850000,2.187999964
2.190999985,2.219000101,2.178999901,73606000,2.170000076
2.196000099,2.21600008,2.161499977,106036000,2.127500057
2.145499945,2.184000015,2.121999979,114084000,2.131000042
2.121500015,2.148999929,2.095000029,76656000,2.189500093
2.150000095,2.193500042,2.117000103,91552000,2.250999928
2.181499958,2.250999928,2.180999994,104500000,2.232500076
2.246000051,2.252500057,2.214999914,89154000,2.292999983
2.226999998,2.292999983,2.213999987,130570000,2.250499964
2.295000076,2.303499937,2.233999968,118584000,2.297499895
2.283499956,2.30250001,2.257499933,92496000,2.34649992
2.305999994,2.34800005,2.292999983,109518000,2.308500051
2.344000101,2.349999905,2.302000046,228774000,1.987499952
2.049999952,2.055000067,1.973999977,602094000,1.952999949
1.981999993,1.995000005,1.942999959,175406000,1.94749999
1.977499962,1.982499957,1.93599999,123184000,1.993000031
1.967499971,2.019500017,1.95599997,135612000,2.01850009
1.99849999,2.036999941,1.982499957,107660000,2.037499905
2.014499903,2.061500072,1.99000001,97236000,2.078000069
2.044500113,2.099999905,2.042500019,140000000,2.054500103
2.074500084,2.089999914,2.04550004,88908000,2.069499969
2.053999901,2.073499918,2.027499914,67722000,2.097500086
2.066499949,2.105499983,2.051500082,99016000,2.069999933
2.08949995,2.099999905,2.063999891,69432000,2.108999968
2.073499918,2.122499943,2.042999983,111710000,2.134000063
2.118499994,2.15199995,2.112499952,79644000,2.126499891
2.125999928,2.150000095,2.117000103,62062000,2.222500086
2.273000002,2.282500029,2.22149992,425558000,2.265000105
2.213500023,2.269999981,2.211999893,159340000,2.336999893
2.271500111,2.338000059,2.267999887,233752000,2.398999929
2.345000029,2.400000095,2.332999945,1186656000,2.399499893
2.378499985,2.415499926,2.364000082,357398000,2.442500114
2.375,2.450500011,2.367000103,259814000,2.411999941
2.438499928,2.447999954,2.404500008,149664000,2.403000116
2.402499914,2.424000025,2.381000042,53916000,2.417500019
2.407500029,2.45600009,2.381000042,213418000,2.42750001
2.415499926,2.47149992,2.405999899,207688000,2.423000097
2.424000025,2.434000015,2.377500057,158512000,2.450000048
2.444000006,2.470000029,2.431499958,157334000,2.453000069
2.446000099,2.476500034,2.420000076,129032000,2.441499949
2.443000078,2.467499971,2.4375,105018000,2.463000059
2.453000069,2.494999886,2.453000069,191628000,2.441499949
2.465500116,2.473500013,2.414499998,135936000,2.417500019
2.441499949,2.454999924,2.392999887,142880000,2.437000036
2.432499886,2.451999903,2.412499905,94180000,2.453500032
2.457499981,2.464999914,2.431999922,68486000,2.474999905
2.427000046,2.483500004,2.424000025,116256000,2.470499992
2.460000038,2.480000019,2.439500093,99318000,2.473999977
2.474999905,2.497499943,2.452500105,116410000,2.460500002
2.470000029,2.496000051,2.460500002,112530000,2.418499947
2.449500084,2.5,2.415999889,166174000,2.407000065
2.423000097,2.430000067,2.384000063,110704000,2.448499918
2.414499998,2.453000069,2.388999939,146450000,2.460999966
2.444999933,2.463999987,2.417999983,88436000,2.460999966
2.45449996,2.469500065,2.436000109,64130000,2.427999973
2.444999933,2.454999924,2.417999983,116374000,2.403000116
2.424499989,2.42750001,2.394999981,90636000,2.399499893
2.406500101,2.423000097,2.398499966,63422000,2.357500076
2.386499882,2.410000086,2.357000113,108022000,2.378999949
2.373500109,2.392499924,2.3125,151644000,2.362499952
2.374500036,2.386499882,2.334500074,148818000,2.382499933
2.35800004,2.410000086,2.355499983,108344000,2.39350009
2.398499966,2.428999901,2.365999937,123058000,2.354000092
2.327500105,2.355000019,2.319999933,178862000,2.282500029
2.320499897,2.337500095,2.267999887,193722000,2.246500015
2.282500029,2.285000086,2.213000059,169944000,2.217999935
2.239500046,2.254499912,2.20449996,116366000,2.220000029
2.223500013,2.242500067,2.200000048,88644000,2.200000048
2.19749999,2.21600008,2.183000088,112620000,2.21600008
2.159499884,2.229500055,2.154999971,174866000,2.222500086
2.224499941,2.262000084,2.214999914,103138000,2.196000099
2.211499929,2.217999935,2.160000086,166148000,2.186500072
2.209000111,2.237499952,2.174999952,115056000,2.200999975
2.183000088,2.22149992,2.171000004,86848000,2.180000067
2.202500105,2.223500013,2.167000055,85742000,2.233999968
2.19749999,2.239000082,2.189500093,97790000,2.260999918
2.227499962,2.260999918,2.226500034,83480000,2.247999907
2.270499945,2.298500061,2.236999989,81996000,2.240999937
2.237999916,2.260499954,2.212500095,81120000,2.198999882
2.196000099,2.234499931,2.174999952,150028000,2.137000084
2.191999912,2.201999903,1.99000001,474186000,1.916499972
1.88499999,1.924999952,1.868499994,670626000,1.897500038
1.917000055,1.917000055,1.888499975,170064000,1.876000047
1.904500008,1.909999967,1.860000014,148072000,1.908499956
1.88499999,1.919499993,1.855499983,150874000,1.899500012
1.930500031,1.950000048,1.896499991,138656000,1.925999999
1.899000049,1.925999999,1.868499994,100236000,1.893000007
1.912500024,1.921000004,1.87650001,95008000,1.912500024
1.90199995,1.924499989,1.868999958,90284000,1.963000059
1.911999941,1.963999987,1.904999971,138054000,1.957499981
1.968500018,2,1.941499949,112760000,1.959499955
1.946499944,1.968999982,1.945500016,91636000,1.914499998
1.950500011,1.955500007,1.912999988,101122000,1.93599999
1.915500045,1.955000043,1.885499954,147138000,1.894999981
1.930999994,1.9375,1.89349997,185750000,1.917500019
1.912500024,1.92050004,1.893000007,74400000,1.900500059
1.919999957,1.93900001,1.896499991,88982000,1.871999979
1.889500022,1.904500008,1.852499962,183018000,1.855999947
1.872499943,1.884500027,1.842499971,139630000,1.843999982
1.781999946,1.850000024,1.76849997,231674000,1.860499978
1.844499946,1.891499996,1.833500028,120898000,1.843000054
1.866000056,1.878999949,1.838500023,85166000,1.846500039
1.835500002,1.871000051,1.835000038,94446000,1.840499997
1.835999966,1.87349999,1.830500007,124732000,1.805999994
1.840000033,1.84800005,1.794999957,144002000,1.81099999
1.812000036,1.825000048,1.786999941,99454000,1.809499979
1.815500021,1.831500053,1.798499942,65562000,1.845499992
1.802000046,1.850000024,1.800500035,83704000,1.844499946
1.847499967,1.850000024,1.821499944,56030000,1.838500023
1.853999972,1.869500041,1.837000012,96456000,1.799499989
1.843999982,1.848999977,1.792500019,137724000,1.811499953
1.796000004,1.863499999,1.789999962,123416000,1.796000004
1.796000004,1.836500049,1.782999992,133432000,1.799999952
1.799999952,1.827000022,1.789499998,86016000,1.784000039
1.797999978,1.817000031,1.774000049,80718000,1.773499966
1.786000013,1.805999994,1.765499949,73640000,1.762500048
1.774999976,1.782999992,1.756999969,74170000,1.784500003
1.760499954,1.800999999,1.75999999,114544000,1.815999985
1.784500003,1.840499997,1.765499949,143984000,1.833500028
1.82249999,1.845000029,1.809000015,80984000,1.826500058
1.833999991,1.838500023,1.824000001,53180000,1.807000041
1.833500028,1.86650002,1.804999948,101080000,1.838500023
1.807000041,1.855000019,1.800999999,74356000,1.866999984
1.832999945,1.866999984,1.813500047,111190000,1.925500035
1.860000014,1.942000031,1.85650003,185892000,1.854500055
1.92750001,1.933500051,1.850000024,114090000,1.830500007
1.857499957,1.863999963,1.81099999,94950000,1.802999973
1.830500007,1.837499976,1.776000023,132112000,1.806499958
1.79550004,1.822000027,1.79550004,57116000,1.83099997
1.797500014,1.835999966,1.774500012,74304000,1.763499975
1.823500037,1.83099997,1.752500057,88844000,1.81400001
1.769500017,1.82249999,1.75999999,91914000,1.844499946
1.805999994,1.84800005,1.794499993,85610000,1.817000031
1.835000038,1.860000014,1.811499953,107752000,1.801499963
1.83099997,1.838999987,1.786000013,88470000,1.789499998
1.805999994,1.805999994,1.766000032,61752000,1.777500033
1.779500008,1.788499951,1.750499964,255810000,1.789499998
1.76699996,1.817499995,1.757500052,221430000,1.786999941
1.775500059,1.793499947,1.764999986,118650000,1.760499954
1.788499951,1.794499993,1.756999969,69850000,1.729500055
1.759500027,1.778499961,1.722000003,141454000,1.718999982
1.731999993,1.746999979,1.711500049,117140000,1.697999954
1.71449995,1.719499946,1.675500035,151718000,1.723500013
1.730999947,1.735999942,1.718999982,119958000,1.751999974
1.732499957,1.751999974,1.707499981,114818000,1.734500051
1.749500036,1.765499949,1.723500013,84736000,1.741999984
1.720999956,1.763000011,1.710500002,109694000,1.707999945
1.733999968,1.75,1.705000043,66006000,1.676499963
1.70599997,1.707499981,1.654000044,153920000,1.636500001
1.677999973,1.68900001,1.627500057,97472000,1.639000058
1.627500057,1.642500043,1.610499978,86100000,1.638000011
1.64199996,1.651000023,1.616000056,104432000,1.580500007
1.622499943,1.63499999,1.576500058,134082000,1.630499959
1.585500002,1.682000041,1.575999975,240544000,1.697000027
1.633000016,1.700000048,1.601500034,196344000,1.74150002
1.697999954,1.749500036,1.659000039,222458000,1.687999964
1.75,1.799999952,1.687999964,176454000,1.759500027
1.67050004,1.761500001,1.668499947,190842000,1.781499982
1.768000007,1.784500003,1.730000019,116914000,1.803500056
1.782999992,1.825000048,1.773000002,90486000,1.731999993
1.786499977,1.787500024,1.722000003,118416000,1.730499983
1.736999989,1.746999979,1.686499953,103932000,1.753499985
1.73150003,1.772500038,1.715000033,118640000,1.738000035
1.759500027,1.761000037,1.702499986,108858000,1.674499989
1.72300005,1.726999998,1.663499951,100988000,1.67050004
1.67900002,1.690000057,1.646499991,85532000,1.688500047
1.669999957,1.726999998,1.645499945,106076000,1.67750001
1.67750001,1.702999949,1.621000051,166220000,1.68900001
1.674999952,1.717499971,1.672500014,104652000,1.679999948
1.700000048,1.722499967,1.674499989,83916000,1.673499942
1.674499989,1.708500028,1.656499982,108060000,1.684000015
1.674999952,1.699499965,1.654000044,97382000,1.748000026
1.692000031,1.75849998,1.683500051,124122000,1.754500031
1.743999958,1.763000011,1.735000014,102702000,1.753499985
1.75999999,1.774000049,1.751999974,84232000,1.774000049
1.750499964,1.782500029,1.743999958,89310000,1.832499981
1.76699996,1.852499962,1.76699996,157306000,1.818500042
1.827499986,1.842499971,1.805500031,94640000,1.827499986
1.822999954,1.832499981,1.800999999,78468000,1.838500023
1.827499986,1.858500004,1.821499944,72116000,1.824000001
1.835999966,1.875,1.808500051,112820000,1.835000038
1.835000038,1.855499983,1.824000001,75034000,1.925999999
1.840999961,1.928500056,1.835000038,127450000,1.934000015
1.92900002,1.942000031,1.891499996,103824000,1.930500031
1.925999999,1.930999994,1.911499977,28726000,1.855499983
1.914000034,1.921499968,1.838999987,114680000,1.840000033
1.853500009,1.886999965,1.825999975,87454000,1.805500031
1.835500002,1.863999963,1.787500024,100082000,1.789499998
1.815000057,1.835000038,1.769999981,77534000,1.782999992
1.786999941,1.796000004,1.750499964,121772000,1.73150003
1.779999971,1.794999957,1.728500009,97894000,1.686499953
1.716500044,1.73150003,1.685500026,129110000,1.646000028
1.675500035,1.686499953,1.639999986,161896000,1.683500051
1.639500022,1.696499944,1.639500022,143946000,1.674499989
1.682500005,1.71449995,1.648000002,104300000,1.723999977
1.674999952,1.738499999,1.669499993,177326000,1.708999991
1.719499946,1.740499973,1.691499949,116724000,1.659500003
1.692499995,1.698500037,1.646000028,142732000,1.715499997
1.667500019,1.733999968,1.667000055,147708000,1.679499984
1.700000048,1.707999945,1.669499993,344600000,1.312999964
1.437999964,1.450000048,1.297999978,1539704000,1.327999949
1.32249999,1.340000033,1.310500026,527876000,1.358500004
1.340000033,1.358999968,1.328500032,248440000,1.344499946
1.350999951,1.364500046,1.337000012,160764000,1.315999985
1.327499986,1.332000017,1.292000055,262576000,1.304499984
1.307500005,1.315000057,1.294499993,156208000,1.334499955
1.304499984,1.345000029,1.294999957,138822000,1.364500046
1.347000003,1.379500031,1.340000033,205048000,1.338999987
1.359500051,1.364500046,1.32949996,109528000,1.317999959
1.340000033,1.350999951,1.309499979,145204000,1.310500026
1.327000022,1.335000038,1.299999952,138224000,1.324499965
1.309999943,1.325999975,1.29400003,128112000,1.303500056
1.321499944,1.321499944,1.287999988,102318000,1.326500058
1.31099999,1.353000045,1.309000015,102560000,1.388499975
1.348500013,1.393000007,1.33099997,164032000,1.397500038
1.398499966,1.406999946,1.376000047,152732000,1.45449996
1.398000002,1.487499952,1.391499996,189926000,1.45599997
1.45449996,1.461500049,1.411000013,119972000,1.406499982
1.434999943,1.449000001,1.398499966,106698000,1.418499947
1.406999946,1.444499969,1.402500033,91742000,1.406999946
1.427999973,1.444499969,1.388499975,94528000,1.398499966
